"link";"reference";"title";"jobLocation";"datePosted";"employmentType";"duration.months";"workHours";"baseSalary";"educationRequirements";"experienceRequirements"
"https://emploi.cnrs.fr/Offres/CDD/UMR7249-HERRIG-004/Default.aspx";"UMR7249-HERRIG-004";"Ingénieur en instrumentation optique (H/F)";"MARSEILLE 13";"lundi 23 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"2511€ - 2695€";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8612-NICHUA-001/Default.aspx";"UMR8612-NICHUA-001";"Ingénieur d études H/F physico-chimie et formulation";"CHATENAY MALABRY";"lundi 23 novembre 2020";"CDD Technique/Administratif";"18";"Temps complet";"2150 € bruts mensuels";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY1000-EMMSTR-069/Default.aspx";"MOY1000-EMMSTR-069";"Chargé-e de la gestion des ressources humaines H/F";"STRASBOURG";"lundi 23 novembre 2020";"CDD Technique/Administratif";"11";"Temps complet";"Entre 2109,55 et 2375,03 euros brut mensuels, selon expérience";"Bac+3";"5 à 10 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6118-PHIDAV-006/Default.aspx";"UMR6118-PHIDAV-006";"Ingénieur de recherche en développement C++/Python H/F";"RENNES";"lundi 23 novembre 2020";"CDD Technique/Administratif";"18";"Temps complet";"de 2437 à 2979€ brut mensuel selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7025-KARHAU0-003/Default.aspx";"UMR7025-KARHAU0-003";"Chercheur post-doc (H/F) en nanobiotechnologies, matériaux biomimétiques  et biocapteurs";"COMPIEGNE";"lundi 23 novembre 2020";"CDD Scientifique";"24";"Temps complet";"2700 € brut mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/USR3505-CAMLIB-019/Default.aspx";"USR3505-CAMLIB-019";"Ingénieur de Recherche en design et implémentation de systèmes optiques d imagerie (F/H) (H/F)";"TOULOUSE";"lundi 23 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2437 et 2616 euros bruts mensuels selon expérience";"Supérieur à bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5574-BENCOM-003/Default.aspx";"UMR5574-BENCOM-003";"Simulations numériques : formation des étoiles et des planètes (H/F)";"LYON 07";"lundi 23 novembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2643 et 3047€ brut mensuel selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMS3601-VALSAI-022/Default.aspx";"UMS3601-VALSAI-022";"Officier de liaison communautés et suivi projets H/F";"EVRY COURCOURONNES";"lundi 23 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2459,18 à 2871,73€ bruts mensuels selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5274-FRAORT-001/Default.aspx";"UMR5274-FRAORT-001";"Assistante ingénieure ou assistant ingénieur en mesures physiques et préparation d échantillons pour la cosmochimie organique (H/F).";"GRENOBLE";"lundi 23 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1930 et 2061 € bruts mensuels";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5669-LAUSAV-004/Default.aspx";"UMR5669-LAUSAV-004";"Post-doctorant(e) Grandes déviations et Grandes matrices aléatoires (H/F)";"LYON 07";"lundi 23 novembre 2020";"CDD Scientifique";"24";"Temps complet";"2675 à 3805€ brut mensuel";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8523-WALKOL-011/Default.aspx";"UMR8523-WALKOL-011";"Chercheur contractuel en physique mathématique (H/F)";"VILLENEUVE D ASCQ";"lundi 23 novembre 2020";"CDD Scientifique";"6";"Temps complet";"entre 2675 et 3805 € brut mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPS76-OLIDAS-019/Default.aspx";"UPS76-OLIDAS-019";"Ingénieur(e) en analyse de données et fouille de textes(H/F)";"VANDOEUVRE LES NANCY";"lundi 23 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"Entre 2461 et 3132 € bruts mensuels selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5554-ABDAOU-001/Default.aspx";"UMR5554-ABDAOU-001";"Ingénieur/e de recherche H/F en techniques de criblage par imagerie quantitative";"MONTPELLIER";"lundi 23 novembre 2020";"CDD Technique/Administratif";"18";"Temps complet";"Environ 2400-2900€ bruts mensuels selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7592-NICMIN-003/Default.aspx";"UMR7592-NICMIN-003";"Ingénieur en biologie (H/F)";"PARIS 13";"lundi 23 novembre 2020";"CDD Technique/Administratif";"18";"Temps complet";"2151 et 3068 euros bruts mensuel";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5525-ELSGEN-018/Default.aspx";"UMR5525-ELSGEN-018";"Doctorant (H/F) en biologie computationnelle";"LA TRONCHE";"lundi 23 novembre 2020";"CDD Scientifique";"36";"Temps complet";"2135€ bruts mensuels";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY2000-LAUSCH1-021/Default.aspx";"MOY2000-LAUSCH1-021";"Acheteur Public H/F";"SOPHIA ANTIPOLIS";"lundi 23 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 2109 et 2694 euros bruts mensuels selon expérience professionnelle";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/FR636-EVEMAG-035/Default.aspx";"FR636-EVEMAG-035";"Ingénieur (H/F) en calcul scientifique/HPC dans le milieu de la recherche en modélisation du climat - vers des configurations du système climatique à très haute résolution";"GUYANCOURT";"mardi 24 novembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"de 2510 à 3068 € brut selon expérience";"Ingénieur";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8212-JEADUT-001/Default.aspx";"UMR8212-JEADUT-001";"Modelisateur H/F des evénements sapropèles en mer mediterranée avec un modèle régional haute résolution";"GIF SUR YVETTE";"mardi 24 novembre 2020";"CDD Scientifique";"22";"Temps complet";"grille CNRS";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR9012-REJBOD-022/Default.aspx";"UMR9012-REJBOD-022";"Développeur de système d acquisition de données junior H/F";"ORSAY";"mardi 24 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"Entre 2151€ et 2422€ brut mensuel selon expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5277-EMIDUP-084/Default.aspx";"UMR5277-EMIDUP-084";"(H/F) Support scientifique au Centre Instrument de la caméra SVOM/ECLAIRs";"TOULOUSE";"mardi 24 novembre 2020";"CDD Scientifique";"12";"Temps complet";"3770 € bruts par mois";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6164-MAUETT-005/Default.aspx";"UMR6164-MAUETT-005";"CDD CH Etude d antennes à dépointage de faisceau en bande Ka (H/F)";"RENNES";"mardi 24 novembre 2020";"CDD Scientifique";"6";"Temps complet";"Salaire brut mensuel 2648€ à 3054€ selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8586-MARMAG-025/Default.aspx";"UMR8586-MARMAG-025";"Assistant de valorisation de la recherche et de communication H/F";"AUBERVILLIERS";"mardi 24 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 1970 euros et 2411 euros bruts mensuels selon l expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7218-CHAROS-006/Default.aspx";"UMR7218-CHAROS-006";"Ingénieur de recherche(H/F) Recherche action France-Brésil en co-production sociale de la ville";"ST DENIS";"mardi 24 novembre 2020";"CDD Technique/Administratif";"18";"Temps complet";"entre 2511 et 2695 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5254-SOPPUY-012/Default.aspx";"UMR5254-SOPPUY-012";"Assistant-ingénieur en biologie moléculaire H/F";"PAU";"mardi 24 novembre 2020";"CDD Technique/Administratif";"18";"Temps complet";"1 930 à 2 061€ bruts mensuels selon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY600-MATCLA0-008/Default.aspx";"MOY600-MATCLA0-008";"Secrétaire médicale H/F";"VANDOEUVRE LES NANCY";"mardi 24 novembre 2020";"CDD Technique/Administratif";"12";"Temps incomplet";"entre 800 et 875 € bruts mensuels selon expérience";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8501-MARCHE-001/Default.aspx";"UMR8501-MARCHE-001";"Postdoc H/F Caractérisation d un microscope pour gaz quantiques (H/F)";"PALAISEAU";"mercredi 25 novembre 2020";"CDD Scientifique";"8";"Temps complet";"entre 2600 et 2800 euros bruts mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6502-THODEV-003/Default.aspx";"UMR6502-THODEV-003";"Contrat postdoc (H/F) en chimie : MOFs à base de ligands soufrés";"NANTES";"mercredi 25 novembre 2020";"CDD Scientifique";"24";"Temps complet";"2675 euros brut";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMS2877-JERRIE1-009/Default.aspx";"UMS2877-JERRIE1-009";"Ingénieur(e) en ingénierie logicielle pour le traitement de données d observation de l atmosphère  (H/F)";"VILLENEUVE D ASCQ";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"Rémunération entre 2000 et 2500 euros bruts mensuels selon qualification et expérience. Par exmple pour un IE avec - < 3 ans d expérience, à partir de 2109,55€ brut mensuel,  - 3 à 5 ans, d expérience : 2228,15€ mensuel.";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5266-CATBON-001/Default.aspx";"UMR5266-CATBON-001";"Technicien d exploitation pour la gestion d un parc informatique (H/F)";"ST MARTIN D HERES";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1614€ et 1705€ (selon expérience)";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/USR3394-CARBOR-001/Default.aspx";"USR3394-CARBOR-001";"RESPONSABLE SI  -  PLATEFORME D EXPERIMENTATIONS ET D ENQUÊTES DANS LE DOMAINE DE LA COGNITION ET DU COMPORTEMENT HUMAIN H/F";"GRENOBLE";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"8";"Temps complet";"2088 à 2206 euros bruts mensuel selon expérience";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR9002-MARSIM-002/Default.aspx";"UMR9002-MARSIM-002";"Contrat postdoctoral (H/F): Régulation des ARNm/modèle drosophile";"MONTPELLIER";"mercredi 25 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2650 euros et 2850 euros bruts par mois selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR8001-ISASEG-002/Default.aspx";"UPR8001-ISASEG-002";"H/F post-doctorat détermination des charges dans des n-acènes à partir de composants type OFET et Van der Paw";"TOULOUSE";"mercredi 25 novembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2648 et 3054€ bruts mensuel selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR2940-ELOBER-034/Default.aspx";"UPR2940-ELOBER-034";"Post-doc. Etude expérimentale de matériaux métallo-organiques multiferroïques, frustrés, et/ou chiraux par mesures macroscopiques et diffusion neutronique (H/F)";"GRENOBLE";"mercredi 25 novembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2648,79 € et 3054,06 € brut selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6230-SEBGOU-001/Default.aspx";"UMR6230-SEBGOU-001";"Chercheur H/F en chimie organique (3 mois)";"NANTES";"mercredi 25 novembre 2020";"CDD Scientifique";"3";"Temps complet";"entre 2675 et 3084 euros bruts mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8197-NATBOI-053/Default.aspx";"UMR8197-NATBOI-053";"Chercheur H/F - Microglies dans le développement cérébral";"PARIS 05";"mercredi 25 novembre 2020";"CDD Scientifique";"24";"Temps complet";"Entre 2800 € et 3800 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5138-CECBAT-008/Default.aspx";"UMR5138-CECBAT-008";"Post-doct : archéologie terrestre et subaquatique en Gaule romaine (Savoies) (H/F)";"LYON 07";"mercredi 25 novembre 2020";"CDD Scientifique";"6";"Temps complet";"entre 2600 et 2700 euros bruts";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6226-GABLOG-003/Default.aspx";"UMR6226-GABLOG-003";"Chercheur(euse) en électrochimie (H/F)";"RENNES";"mercredi 25 novembre 2020";"CDD Scientifique";"18";"Temps complet";"entre 2600 et 3730 € bruts mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY1700-CATTAN-052/Default.aspx";"MOY1700-CATTAN-052";"Ingénieur-e d affaires (H/F)";"RENNES";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"2 437€ à 2 979€ bruts mensuels, selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR9004-CORBEZ0-005/Default.aspx";"UMR9004-CORBEZ0-005";"Gestionnaire dans le domaine de la gestion financière et comptable (H/F)";"MONTPELLIER";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"5";"Temps complet";"environ 1630 € bruts mensuels";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY700-SANBUS-037/Default.aspx";"MOY700-SANBUS-037";"Assistant gestionnaire en laboratoire (H/F) - Poste réservé aux bénéficiaires de l obligation d emploi";"VILLEURBANNE";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"2000 € brut mensuel (grilles indiciaires fonction publique)";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR2940-ELOBER-035/Default.aspx";"UPR2940-ELOBER-035";"Postdoc: Développement d une nouvelle méthodologie de nanoimagerie X hyperspectrale 3D pour la caractérisation de catalyseurs techniques (H/F)";"GRENOBLE";"mercredi 25 novembre 2020";"CDD Scientifique";"18";"Temps complet";"Entre 2648,79 € et 3054,06 € brut selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5220-SANVIG-005/Default.aspx";"UMR5220-SANVIG-005";"H/F GESTIONNAIRE";"VILLEURBANNE";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"5";"Temps complet";"1573 E brut environ";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5822-FLOJAC-026/Default.aspx";"UMR5822-FLOJAC-026";"CDD Assistant ingénieur en « techniques expérimentales » (H/F)";"VILLEURBANNE";"mercredi 25 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"1 950 euros bruts mensuels";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY1678-JESMAL-001/Default.aspx";"MOY1678-JESMAL-001";"Assistant ingénieur support utilisateurs H/F";"LABEGE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1930 et 2170€ brut mensuel selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7504-CATBON-025/Default.aspx";"UMR7504-CATBON-025";"Post Doc (H/F) - Elaboration de nanoparticules d oxyde de fer dendronisées conçues pour assurer une thérapie ciblée guidée par une imagerie multimodale";"STRASBOURG";"jeudi 26 novembre 2020";"CDD Scientifique";"12";"Temps complet";"A partir de 2675.27 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7644-ALASUB-002/Default.aspx";"UMR7644-ALASUB-002";"Poste postdoctoral pour la recherche en contrôle de la lumière des matériaux (H/F)";"PALAISEAU";"jeudi 26 novembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2600 and 3000  euros bruts par mois";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8212-ISAPEN-002/Default.aspx";"UMR8212-ISAPEN-002";"Chargé.e de mission ICOS (H/F)";"GIF SUR YVETTE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"36";"Temps complet";"selon diplôme et expérience";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8578-TIBMIN0-015/Default.aspx";"UMR8578-TIBMIN0-015";"AI - Assistent Ingénieur en études mécaniques et conception 3D H/F";"ORSAY";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"1988 et 2348 Euro brut/mois";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR137-JULGRO0-007/Default.aspx";"UMR137-JULGRO0-007";"Post-doc (H/F) : Calcul neuromorphique quantique avec des circuits supraconducteurs";"PALAISEAU";"jeudi 26 novembre 2020";"CDD Scientifique";"12";"Temps complet";"~2000€";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR9213-EMISEG0-012/Default.aspx";"UMR9213-EMISEG0-012";"Ingénieur-e de recherche en expérimentation et production végétales H/F";"GIF SUR YVETTE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"Environ 2510€ bruts";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR9213-EMISEG0-011/Default.aspx";"UMR9213-EMISEG0-011";"Ingénieur-e en expérimentation et production végétales H/F";"GIF SUR YVETTE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"Environ2150€ bruts";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8578-TIBMIN0-016/Default.aspx";"UMR8578-TIBMIN0-016";"IR - Atomisation plasma de poudre pour fabrication additive H/F";"ORSAY";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"9";"Temps complet";"entre 2510 et 2694 euro brut mensuel, selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY700-SANBUS-038/Default.aspx";"MOY700-SANBUS-038";"Référent national du marché missions / Chargé du pilotage de l assistance laboratoires (H/F)";"VILLEURBANNE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"2109 à 2228€ brut mensuel selon expérience";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5557-BEABIG-010/Default.aspx";"UMR5557-BEABIG-010";"H/F Poste d Ingénieur.e d Etudes en écologie microbienne des sols résistants aux maladies : interactions microbiote-pathogène-plante";"VILLEURBANNE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"2109 à 2228€ brut mensuel en fonction de l expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR9020-FABLEJ-002/Default.aspx";"UMR9020-FABLEJ-002";"H/F Technicien(ne) en biologie moléculaire et cellulaire";"LILLE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"1 630-1 720 euros bruts mensuels selon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5229-ANNBUS-003/Default.aspx";"UMR5229-ANNBUS-003";"Chercheur postdoctoral  (H/F) Base moléculaire du comportement social";"BRON";"jeudi 26 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2675 et 3805 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY400-NATSEN-060/Default.aspx";"MOY400-NATSEN-060";"Assistant des Ressources Humaines H/F";"GIF SUR YVETTE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1988€ et 2348€ bruts mensuel selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7345-ERIROS-018/Default.aspx";"UMR7345-ERIROS-018";"Physicien (H/F) - spécialiste modélisation en physique atomique et moléculaire";"MARSEILLE 13";"jeudi 26 novembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2728,26 € et 3881,29 €  bruts mensuel selon experience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5305-CLAMON-002/Default.aspx";"UMR5305-CLAMON-002";"Technicien(ne) H/F en expérimentation animale";"LYON 07";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1600 et 1800 bruts mensuels selon expérience";"Bac / Bac pro";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY400-NATSEN-059/Default.aspx";"MOY400-NATSEN-059";"Assistant des Ressources Humaines H/F";"GIF SUR YVETTE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1988€ et 2348€ bruts mensuel selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR9002-MICRYC-004/Default.aspx";"UPR9002-MICRYC-004";"Ingénieur(e) (H/F) de recherche en microfluidique en gouttelettes et analyses de données à haut-débit";"STRASBOURG";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"à partir de 2461,99 euros but mensuels selon expérience";"Doctorat";"5 à 10 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY400-NATSEN-061/Default.aspx";"MOY400-NATSEN-061";"Assistant des Ressources Humaines H/F";"GIF SUR YVETTE";"jeudi 26 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 1988€ et 2348€ bruts mensuel selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7588-EMMLHU-006/Default.aspx";"UMR7588-EMMLHU-006";"H/F postdoctorant : Transport électronique dans des hétérostructures de Van der Waals couplées à des nanocristaux et leur application à la détection infrarouge";"PARIS 05";"vendredi 27 novembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2500 et 3500 Euros bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7592-ISALAD-027/Default.aspx";"UMR7592-ISALAD-027";"Ingénieur en bioinformatique – analyse de données trancriptomiques (H/F)";"PARIS 13";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"22";"Temps complet";"entre 2 151 et 2 422 € bruts mensuels selon expérience";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5253-NICLOU-003/Default.aspx";"UMR5253-NICLOU-003";"Assistant ingénieur(e) projet GANDALF H/F";"MONTPELLIER";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1913 et 2031€ bruts mensuels selon expérience";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR8011-ERIDUJ-001/Default.aspx";"UPR8011-ERIDUJ-001";"Contrat Post-Doctoral (H/F) - Chimie de surface induite localement par génération plasmonique d électrons chauds.";"TOULOUSE";"vendredi 27 novembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2648 et 3054€ bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5525-ELSGEN-019/Default.aspx";"UMR5525-ELSGEN-019";"Post-doctorant-e en spectométrie de masse H/F";"LA TRONCHE";"vendredi 27 novembre 2020";"CDD Scientifique";"6";"Temps complet";"2648 euros bruts mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5256-DAVFAR-006/Default.aspx";"UMR5256-DAVFAR-006";"H/F Ingénieur-e en techniques expérimentales";"VILLEURBANNE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2109 et 2228€ brut mensuel selon expérience";"Supérieur à bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8003-GILDEW0-002/Default.aspx";"UMR8003-GILDEW0-002";"Développement d une technique de préparation d échantillons, pour l imagerie de tissus épais d origine animale ou végétale H/F";"PARIS 06";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"2151€ bruts";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6303-VINVIG-002/Default.aspx";"UMR6303-VINVIG-002";"Ingénieur d étude en Corrosion en milieux aqueux (H/F)";"DIJON";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"1600 - 2000 euros";"Bac+3";"5 à 10 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5596-MARALL-001/Default.aspx";"UMR5596-MARALL-001";"Post-doctorat : Méthodes quantitatives sur l évolution de la classification nominale H/F";"LYON 07";"vendredi 27 novembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2648 euros et 2877 euros selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5069-TSUKAT-005/Default.aspx";"UMR5069-TSUKAT-005";"Post-doc ANR Si-POP 2020 (H/F)";"TOULOUSE";"vendredi 27 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2648 et 3054 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5218-FABPRE-010/Default.aspx";"UMR5218-FABPRE-010";"Chargé(e)s d affaires ""Ingénierie cognitive"" H/F";"TALENCE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2 089€  et 2 206€ bruts selon expérience";"Ingénieur";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6614-THIBES-012/Default.aspx";"UMR6614-THIBES-012";"H/F Post-doctorant en optique ultrarapide et génération de rayonnement THz intense";"ST ETIENNE DU ROUVRAY CEDE";"vendredi 27 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2.650€ et 3.800€ brut mensuel selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5218-FABPRE-011/Default.aspx";"UMR5218-FABPRE-011";"Community Manager (H/F)";"TALENCE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1 931€ ou 2 061€ slon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR3266-VIRLEF-012/Default.aspx";"UPR3266-VIRLEF-012";"H/F Administrateur-trice systèmes et réseaux";"CAEN";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"a partir de 2100 euros ( selon expérience)";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6502-CHREWE-001/Default.aspx";"UMR6502-CHREWE-001";"Poste postdoctoral en modélisation de la fluorination catalysée par la DFT (H/F)";"NANTES";"lundi 30 novembre 2020";"CDD Scientifique";"12";"Temps complet";"2675 € bruts mensuels";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMS831-FRAAND-004/Default.aspx";"UMS831-FRAAND-004";"Ingénieur-e en ingénierie logicielle : développement web full stack (H/F)";"TOULOUSE";"lundi 30 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 2088 et 2206€ bruts mensuels selon expérience et diplôme";"Bac+3";"1 à 4 années"
